                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                0.80217,                0.42454,                0.83871,                 0.8788,                0.98582,                0.97598,                0.77918,                0.76668,                 56.959,                0.72763,              0.0059775,              0.0059775,              0.0059775
                     47,                0.79821,                 0.4202,                0.83777,                0.87962,                 0.9847,                0.96502,                0.76992,                0.75616,                 57.434,                0.72652,              0.0058244,              0.0058244,              0.0058244
                     48,                0.79556,                0.42066,                0.83865,                0.87923,                 0.9861,                0.97425,                0.77983,                 0.7485,                 57.459,                0.72607,              0.0056704,              0.0056704,              0.0056704
                     49,                0.79068,                0.41677,                0.83718,                0.87967,                0.98538,                0.97571,                0.77998,                 0.7505,                 58.145,                0.72631,              0.0055158,              0.0055158,              0.0055158
                     50,                0.78898,                0.41142,                0.83858,                0.87927,                0.98539,                0.97631,                0.78259,                0.75207,                 57.474,                0.72642,              0.0053608,              0.0053608,              0.0053608
                     51,                0.78684,                0.41148,                0.83697,                0.88011,                0.98453,                0.96314,                0.76954,                0.75775,                 58.464,                0.72693,              0.0052055,              0.0052055,              0.0052055
                     52,                0.78664,                0.41376,                0.83549,                0.87989,                0.98486,                0.95866,                0.76382,                0.76122,                  59.24,                0.72693,                0.00505,                0.00505,                0.00505
                     53,                0.78364,                 0.4111,                0.83577,                0.87964,                 0.9853,                0.96183,                0.76473,                0.76685,                  59.01,                0.72726,              0.0048945,              0.0048945,              0.0048945
                     54,                0.78004,                0.40796,                0.83459,                0.87857,                0.98625,                0.97056,                0.77411,                0.76149,                 59.164,                0.72703,              0.0047392,              0.0047392,              0.0047392
                     55,                0.77903,                0.40783,                0.83531,                0.88036,                0.98476,                0.97443,                0.77704,                0.76141,                  60.13,                0.72692,              0.0045842,              0.0045842,              0.0045842
