                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                0.62717,                0.30565,                0.79099,                0.88149,                0.98732,                0.93621,                 0.7561,                0.73838,                 66.317,                0.72487,             0.00063952,             0.00063952,             0.00063952
                     88,                0.62818,                0.30541,                0.78986,                0.88144,                0.98732,                 0.9365,                0.75617,                0.73919,                  66.33,                0.72497,             0.00057111,             0.00057111,             0.00057111
                     89,                0.62536,                0.30448,                0.79152,                0.88144,                0.98739,                0.93667,                0.75611,                0.73969,                 66.391,                0.72502,             0.00050711,             0.00050711,             0.00050711
                     90,                0.62333,                0.30215,                0.79079,                 0.8815,                0.98732,                0.93624,                0.75622,                0.73979,                  66.49,                0.72506,             0.00044761,             0.00044761,             0.00044761
                     91,                0.66224,                0.31961,                0.80366,                0.88152,                0.98728,                0.93649,                0.75625,                 0.7398,                 66.454,                0.72511,             0.00039264,             0.00039264,             0.00039264
                     92,                0.64504,                 0.3119,                0.80267,                0.88157,                0.98719,                0.93688,                 0.7568,                0.73982,                 66.452,                0.72513,             0.00034227,             0.00034227,             0.00034227
                     93,                0.64164,                0.31008,                0.80311,                0.88147,                0.98719,                0.93696,                0.75686,                0.73997,                 66.489,                0.72517,             0.00029655,             0.00029655,             0.00029655
                     94,                 0.6402,                0.30847,                0.80212,                 0.8815,                0.98715,                0.93715,                0.75689,                0.73989,                 66.552,                0.72519,             0.00025551,             0.00025551,             0.00025551
                     95,                  0.637,                0.30789,                 0.8012,                0.88148,                0.98715,                0.93731,                0.75736,                0.74015,                 66.612,                0.72524,             0.00021921,             0.00021921,             0.00021921
                     96,                0.63382,                 0.3066,                0.80085,                0.88141,                0.98719,                 0.9374,                0.75704,                0.74018,                 66.708,                0.72525,             0.00018768,             0.00018768,             0.00018768
                     97,                0.63191,                0.30533,                0.80111,                0.88147,                0.98725,                0.93764,                0.75735,                0.73996,                 66.802,                0.72527,             0.00016094,             0.00016094,             0.00016094
                     98,                0.63133,                 0.3039,                0.80154,                0.88144,                0.98736,                0.93778,                0.75775,                0.73979,                 66.875,                0.72527,             0.00013903,             0.00013903,             0.00013903
                     99,                0.62828,                0.30282,                0.80117,                0.88141,                0.98742,                0.93802,                0.75795,                0.73962,                 66.985,                0.72528,             0.00012197,             0.00012197,             0.00012197
                    100,                0.62617,                 0.3022,                0.80019,                0.88144,                0.98735,                0.93799,                0.75786,                0.73971,                 67.081,                0.72531,             0.00010977,             0.00010977,             0.00010977
