                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                0.24731,                0.32882,                0.92382,                0.99834,                0.95703,                0.96015,                0.95141,                 1.1308,                0.52504,                 2.6472,               0.003169,               0.003169,               0.003169
                     72,                0.24685,                0.33087,                  0.925,                0.99789,                0.95696,                0.96003,                0.95143,                 1.1287,                0.52415,                 2.6435,                0.00307,                0.00307,                0.00307
                     73,                0.24524,                0.32819,                0.92363,                0.99821,                0.95679,                0.96007,                0.95157,                 1.1285,                0.52508,                 2.6523,               0.002971,               0.002971,               0.002971
                     74,                0.24409,                0.32938,                0.92455,                0.99814,                0.95667,                0.96005,                0.95157,                 1.1289,                 0.5266,                 2.6579,               0.002872,               0.002872,               0.002872
                     75,                0.24238,                0.32637,                  0.923,                0.99793,                0.95679,                 0.9602,                0.95166,                  1.127,                0.52683,                 2.6564,               0.002773,               0.002773,               0.002773
                     76,                0.24105,                0.32569,                0.92261,                  0.998,                0.95703,                0.96031,                0.95182,                  1.126,                0.52746,                 2.6576,               0.002674,               0.002674,               0.002674
                     77,                0.24002,                0.32439,                0.92123,                0.99812,                0.95706,                0.96043,                0.95189,                  1.125,                0.52636,                 2.6618,               0.002575,               0.002575,               0.002575
                     78,                0.23958,                0.32364,                0.92217,                0.99846,                0.95683,                0.96051,                0.95187,                  1.124,                0.52495,                 2.6582,               0.002476,               0.002476,               0.002476
                     79,                0.23833,                0.32226,                0.92241,                0.99854,                 0.9571,                0.96064,                0.95204,                 1.1227,                0.52527,                 2.6608,               0.002377,               0.002377,               0.002377
                     80,                0.23649,                0.32351,                0.92186,                0.99854,                0.95706,                0.96071,                0.95233,                 1.1224,                0.52738,                 2.6614,               0.002278,               0.002278,               0.002278
                     81,                0.23718,                0.32215,                0.92085,                0.99838,                  0.957,                0.96077,                0.95224,                 1.1233,                 0.5307,                 2.6612,               0.002179,               0.002179,               0.002179
                     82,                 0.2347,                0.31987,                 0.9201,                0.99833,                 0.9574,                0.96082,                0.95242,                 1.1226,                0.53062,                 2.6612,                0.00208,                0.00208,                0.00208
                     83,                0.23291,                0.31711,                0.91954,                0.99848,                0.95724,                 0.9607,                0.95245,                 1.1212,                0.52913,                 2.6608,               0.001981,               0.001981,               0.001981
                     84,                0.23167,                0.31684,                0.91905,                0.99835,                0.95746,                0.96072,                0.95257,                 1.1204,                0.52807,                 2.6608,               0.001882,               0.001882,               0.001882
                     85,                    inf,                0.31841,                0.92105,                0.99854,                0.95742,                0.96075,                0.95259,                 1.1203,                0.52811,                 2.6607,               0.001783,               0.001783,               0.001783
                     86,                0.22875,                0.31391,                0.91732,                0.99857,                0.95734,                 0.9607,                0.95259,                 1.1194,                0.52715,                  2.661,               0.001684,               0.001684,               0.001684
                     87,                0.22939,                0.31452,                 0.9173,                0.99858,                0.95726,                0.96062,                0.95253,                 1.1189,                0.52692,                 2.6616,               0.001585,               0.001585,               0.001585
                     88,                0.22727,                0.31216,                0.91583,                0.99863,                0.95721,                0.96061,                0.95248,                  1.119,                0.52737,                 2.6621,               0.001486,               0.001486,               0.001486
                     89,                0.22667,                0.31137,                0.91681,                0.99858,                0.95719,                 0.9606,                0.95278,                 1.1191,                0.52744,                 2.6644,               0.001387,               0.001387,               0.001387
                     90,                0.22516,                0.31094,                0.91715,                0.99862,                0.95726,                0.96071,                0.95273,                 1.1192,                0.52752,                 2.6677,               0.001288,               0.001288,               0.001288
